Country	Countrycode3	Countrycode2	Year	POP	Incomegroup	Mean	Median	Gini	Source	D1	D2	D3	D4	D5	D6	D7	D8	D9	D10	Q1	Q2	Q3	Q4	Q5	P5	P95	Revision	Quality	Source_Comments	Region	Currency	Reference_period	Welfaredefn	IncSharU	UofAnala	Equivsc	AreaCovr	PopCovr	AgeCovr	EU	OECD	Year_cat	Welfaredefn_new	Equivsc_new	AgeCovr_new	AreaCovr_new	PopCovr_new	IncSharU_new	UofAnala_new	Exchangerate	Mean_usd	Median_usd
St. Lucia	LCA	LC	1995	0.147067	Upper middle income			42.6	WDI											5.23	9.87	14.81	21.75	48.34			New 2013	Average		Americas			Income/Consumption				All	All	All	Non-EU	Non-OECD	1990-1999	Other		All	All	All					
Sudan	SDN	SD	1963		Lower middle income			44.6	Jain 1975	1.9	3.1	3.9	5	6.2	7.7	9.6	12.5	17.1	33	5	8.9	13.9	22.1	50.1		20.9		Not known	Omdurman Household Budget Survey	Africa			Income. ..	Household	Household	No Adjustment	Urban. Omdurman	All	All	Non-EU	Non-OECD	1960-1969	Other	Without Adjustment	All	Other	All	Household	Household			
Sudan	SDN	SD	1968		Lower middle income			42	Mirghani 1980	2.45	2.67	2.94	6.47	7.32	8.1	9.22	11.61	15.49	33.75	5.12	9.41	15.42	20.83	49.24		22.81		Low	Household Sample Survey	Africa			Income. Gross	Household	Household	No Adjustment	Six northern provinces	All	All	Non-EU	Non-OECD	1960-1969	Income.Gross	Without Adjustment	All	Other	All	Household	Household			
Sudan	SDN	SD	1968		Lower middle income			39.8	Mirghani 1980	2.68	3.79	4.41	6.05	6.62	8.12	9.72	11.62	15.2	31.79	6.47	10.46	14.74	21.34	46.99		20.89		Low	Household Sample Survey	Africa			Income. Gross	Household	Household	No Adjustment	Urban	All	All	Non-EU	Non-OECD	1960-1969	Income.Gross	Without Adjustment	All	Other	All	Household	Household			
Sudan	SDN	SD	1968		Lower middle income			34.5	Mirghani 1980	3.03	3.28	3.58	6.48	8.79	9.52	10.52	12	15.55	27.27	6.31	10.06	18.31	22.52	42.82		17.21		Low	Household Sample Survey	Africa			Income. Gross	Household	Household	No Adjustment	Rural	All	All	Non-EU	Non-OECD	1960-1969	Income.Gross	Without Adjustment	All	Other	All	Household	Household			
Sudan	SDN	SD	1968		Lower middle income	189		38.7	UN 1981																			Low	Household Sample Survey	Africa	Sudanese £	Year	Income. Gross	Household	Household	No Adjustment	Six northern provinces	All	All	Non-EU	Non-OECD	1960-1969	Income.Gross	Without Adjustment	All	Other	All	Household	Household	0.0003482		
Sudan	SDN	SD	1968		Lower middle income			44	van Ginneken and Park 1984	1.2	2.8	4	5	6.5	8.5	10	12.5	14.9	34.6	4	9	15	22.5	49.5				Low	Household Sample Survey	Africa			Income. Gross	Household	Household	No Adjustment	All	All	All	Non-EU	Non-OECD	1960-1969	Income.Gross	Without Adjustment	All	All	All	Household	Household			
Sudan	SDN	SD	1969		Lower middle income			40	Paukert 1973											5.6	9.4	14.3	22.6	48.1		17.1		Not known	Omdurman Household Budget Survey	Africa			Income. Gross	Household	Household	No Adjustment	All	All	All	Non-EU	Non-OECD	1960-1969	Income.Gross	Without Adjustment	All	All	All	Household	Household			
Sudan	SDN	SD	1969		Lower middle income			39.3	Cromwell 1977											8						17.1		Not known	Adelman and Morris 1972	Africa			Income. ..		Household		All	All	All	Non-EU	Non-OECD	1960-1969	Other		All	All	All		Household			
Sudan	SDN	SD	2009	33.516534	Lower middle income			35.3	WDI											6.81	11.65	16.4	22.73	42.41			New 2013	Average		Africa			Income/Consumption				All	All	All	Non-EU	Non-OECD	2007+	Other		All	All	All					
Suriname	SUR	SR	1962		Upper middle income			30	Paukert 1973											10.7	11.6	14.7	20.6	42.4		15.4		Not known	Adelman and Morris 1972	Americas			Income. Gross		Person		All	All	All	Non-EU	Non-OECD	1960-1969	Income.Gross		All	All	All		Person			
Suriname	SUR	SR	1962		Upper middle income			29	Cromwell 1977											10.7						15.4		Not known	Adelman and Morris 1972	Americas			Income. ..		Person		All	All	All	Non-EU	Non-OECD	1960-1969	Other		All	All	All		Person			
Suriname	SUR	SR	1999	0.460419	Upper middle income			62	SEDLAC.2012	0.8000000119	1.7999999523	2.5999999046	3.5999999046	4.5	5.4000000954	6.8000001907	8.8999996185	13.1999998093	52.4000015259	2.5999999642	6.1999998093	9.9000000954	15.6999998093	65.6000013351			New 2013	High		Americas			Income.Disposable	Household	Person	Household eq. ..	All	All	All	Non-EU	Non-OECD	1990-1999	Income.Disposable	Household Adult Equiv	All	All	All	Household	Person			
Swaziland	SWZ	SZ	1974	0.501509	Lower middle income			63.7	Lecaillon et al. 1984																			Not known		Africa			Primary Income	Household	Person	No Adjustment	All	All	All	Non-EU	Non-OECD	1970-1979	Other	Without Adjustment	All	All	All	Household	Person			
Swaziland	SWZ	SZ	1994	0.944404	Lower middle income			60.9	World Bank. World Development Indicators 2000	1									50.2	2.7	5.8	10	17.1	64.4			Mod 2007	Low	Household Income and Expenditure Survey	Africa			Income. ..	Household	Person	Household per capita	All	All	All	Non-EU	Non-OECD	1990-1999	Other	Household Per Capita	All	All	All	Household	Person			
Swaziland	SWZ	SZ	1995	0.963591	Lower middle income			60.7	WDI											2.74	5.77	9.96	17.2	64.33			New 2013	Average		Africa			Income/Consumption				All	All	All	Non-EU	Non-OECD	1990-1999	Other		All	All	All					
Swaziland	SWZ	SZ	2001	1.075083	Lower middle income			50.7	WDI											4.45	7.95	12.34	19.36	55.9			New 2013	Average		Africa			Income/Consumption				All	All	All	Non-EU	Non-OECD	2000-2006	Other		All	All	All					
Swaziland	SWZ	SZ	2001	1.075083	Lower middle income			50.4	World Bank. World Development Indicators 2007	1.6213359817									40.6905081849	4.3377742045	8.2028409441	12.2674081662	18.9405057196	56.2514709656			New 2008	Low		Africa			Consumption	Household	Person	Household per capita	All	All	All	Non-EU	Non-OECD	2000-2006	Expenditure	Household Per Capita	All	All	All	Household	Person			
Swaziland	SWZ	SZ	2010	1.186056	Lower middle income			51.5	WDI											4.05	7.37	12	19.97	56.61			New 2013	Average		Africa			Income/Consumption				All	All	All	Non-EU	Non-OECD	2007+	Other		All	All	All					
Sweden	SWE	SE	1935		High income: OECD			54	UN 1957						6.7	9	12.2	16.6	39.5				21.2	56.1		28.1	New 2007	Low	Adjusted tax data	Europe			Monetary Income. Gross	Tax Unit	Tax Unit	No Adjustment	All	Income Recipients	All	EU	OECD	1900-1959	Income.Gross	Without Adjustment	All	All	Employed+Others	Tax Unit	Tax Unit			
Sweden	SWE	SE	1935		High income: OECD			52	UN 1957					6	7.5	9.5	13	17.2	36.9			13.5	22.5	54.1		25.6	New 2007	Low	Adjusted tax data	Europe			Monetary Income. Disposable	Tax Unit	Tax Unit	No Adjustment	All	Income Recipients	All	EU	OECD	1900-1959	Income.Disposable	Without Adjustment	All	All	Employed+Others	Tax Unit	Tax Unit			
Sweden	SWE	SE	1945		High income: OECD			48	UN 1957			3.7	4.9	6.7	8.6	10.6	12.5	16.5	34.1	2.4	8.6	15.3	23.1	50.6		23.6	New 2007	Low	Adjusted tax data	Europe			Monetary Income. Gross	Tax Unit	Tax Unit	No Adjustment	All	Income Recipients	All	EU	OECD	1900-1959	Income.Gross	Without Adjustment	All	All	Employed+Others	Tax Unit	Tax Unit			
Sweden	SWE	SE	1945		High income: OECD			46	UN 1957			3.7	5.1	7.2	8.9	10.9	13.1	16.5	31.9	2.7	8.8	16.1	24	48.4		21.3	New 2007	Low	Adjusted tax data	Europe			Monetary Income. Disposable	Tax Unit	Tax Unit	No Adjustment	All	Income Recipients	All	EU	OECD	1900-1959	Income.Disposable	Without Adjustment	All	All	Employed+Others	Tax Unit	Tax Unit			
Sweden	SWE	SE	1948		High income: OECD			44	UN 1957			4	5.6	7.3	9	11.4	12.9	16.3	30.3	3.2	9.6	16.3	24.3	46.6		20.1	New 2007	Low	Adjusted tax data	Europe			Monetary Income. Gross	Tax Unit	Tax Unit	No Adjustment	All	Income Recipients	All	EU	OECD	1900-1959	Income.Gross	Without Adjustment	All	All	Employed+Others	Tax Unit	Tax Unit			
Sweden	SWE	SE	1948		High income: OECD			41	UN 1957			4.4	6.1	8	9.7	11.5	13.7	16.1	27	3.5	10.5	17.7	25.2	43.1		16.9	New 2007	Low	Adjusted tax data	Europe			Monetary Income. Disposable	Tax Unit	Tax Unit	No Adjustment	All	Income Recipients	All	EU	OECD	1900-1959	Income.Disposable	Without Adjustment	All	All	Employed+Others	Tax Unit	Tax Unit			
Sweden	SWE	SE	1951	7.0728616584	High income: OECD			55.7	Spånt 1979																		Mod 2007	Low	Swedish Tax Statistics	Europe			Taxable Income. Gross	Person	Person	No Adjustment	All	Taxpayers	20-	EU	OECD	1900-1959	Other	Without Adjustment	Age Categories	All	Employed+Others	Person	Person			
Sweden	SWE	SE	1952	7.1247048904	High income: OECD			55	Spånt 1979																		Mod 2007	Low	Swedish Tax Statistics	Europe			Taxable Income. Gross	Person	Person	No Adjustment	All	Taxpayers	20-	EU	OECD	1900-1959	Other	Without Adjustment	Age Categories	All	Employed+Others	Person	Person			
Sweden	SWE	SE	1953	7.1714930998	High income: OECD			55	Spånt 1979																		Mod 2007	Low	Swedish Tax Statistics	Europe			Taxable Income. Gross	Person	Person	No Adjustment	All	Taxpayers	20-	EU	OECD	1900-1959	Other	Without Adjustment	Age Categories	All	Employed+Others	Person	Person			
Sweden	SWE	SE	1954	7.213522288	High income: OECD			54.4	Spånt 1979																		Mod 2007	Low	Swedish Tax Statistics	Europe			Taxable Income. Gross	Person	Person	No Adjustment	All	Taxpayers	20-	EU	OECD	1900-1959	Other	Without Adjustment	Age Categories	All	Employed+Others	Person	Person			
Sweden	SWE	SE	1954	7.213522288	High income: OECD			38	UN 1957	2	3.6	5	6.2	7.8	9.3	10.6	12.7	15.5	27.3	5.6	11.2	17.1	23.3	42.8		17	Mod 2007	Low	Tax data	Europe			Taxable Income. Gross	Tax Unit	Tax Unit	No Adjustment	All	Income Recipients	All	EU	OECD	1900-1959	Other	Without Adjustment	All	All	Employed+Others	Tax Unit	Tax Unit			
Sweden	SWE	SE	1954	7.213522288	High income: OECD			38	UN-ECE 1967	2	3.6	5	6.2	7.8	9.3	10.6	12.7	15.5	27.3	5.6	11.2	17.1	23.3	42.8			Mod 2007	Low	Tax data	Europe			Taxable Income. Gross	Tax Unit	Tax Unit	No Adjustment	All	Taxpayers	All	EU	OECD	1900-1959	Other	Without Adjustment	All	All	Employed+Others	Tax Unit	Tax Unit			
Sweden	SWE	SE	1955	7.2624205068	High income: OECD			54.2	Spånt 1979																		Mod 2007	Low	Swedish Tax Statistics	Europe			Taxable Income. Gross	Person	Person	No Adjustment	All	Taxpayers	20-	EU	OECD	1900-1959	Other	Without Adjustment	Age Categories	All	Employed+Others	Person	Person			
Sweden	SWE	SE	1956	7.3145847403	High income: OECD			54.3	Spånt 1979																		Mod 2007	Low	Swedish Tax Statistics	Europe			Taxable Income. Gross	Person	Person	No Adjustment	All	Taxpayers	20-	EU	OECD	1900-1959	Other	Without Adjustment	Age Categories	All	Employed+Others	Person	Person			
Sweden	SWE	SE	1957	7.3638349608	High income: OECD			54.4	Spånt 1979																		Mod 2007	Low	Swedish Tax Statistics	Europe			Taxable Income. Gross	Person	Person	No Adjustment	All	Taxpayers	20-	EU	OECD	1900-1959	Other	Without Adjustment	Age Categories	All	Employed+Others	Person	Person			
Sweden	SWE	SE	1958	7.4091771637	High income: OECD			54.5	Spånt 1979																		Mod 2007	Low	Swedish Tax Statistics	Europe			Taxable Income. Gross	Person	Person	No Adjustment	All	Taxpayers	20-	EU	OECD	1900-1959	Other	Without Adjustment	Age Categories	All	Employed+Others	Person	Person			
Sweden	SWE	SE	1959	7.4462823298	High income: OECD			54.7	Spånt 1979																		Mod 2007	Low	Swedish Tax Statistics	Europe			Taxable Income. Gross	Person	Person	No Adjustment	All	Taxpayers	20-	EU	OECD	1900-1959	Other	Without Adjustment	Age Categories	All	Employed+Others	Person	Person			
Sweden	SWE	SE	1960	7.4804284826	High income: OECD			54.3	Spånt 1979																		Mod 2007	Low	Swedish Tax Statistics	Europe			Taxable Income. Gross	Person	Person	No Adjustment	All	Taxpayers	20-	EU	OECD	1960-1969	Other	Without Adjustment	Age Categories	All	Employed+Others	Person	Person			
Sweden	SWE	SE	1961	7.5200316599	High income: OECD			54.1	Spånt 1979																		Mod 2007	Low	Swedish Tax Statistics	Europe			Taxable Income. Gross	Person	Person	No Adjustment	All	Taxpayers	20-	EU	OECD	1960-1969	Other	Without Adjustment	Age Categories	All	Employed+Others	Person	Person			
Sweden	SWE	SE	1962	7.5616218461	High income: OECD			53.5	Spånt 1979																		Mod 2007	Low	Swedish Tax Statistics	Europe			Taxable Income. Gross	Person	Person	No Adjustment	All	Taxpayers	20-	EU	OECD	1960-1969	Other	Without Adjustment	Age Categories	All	Employed+Others	Person	Person			
Sweden	SWE	SE	1963	7.6043620374	High income: OECD			40	UN-ECE 1967	1.6	2.8	4.1	5.5	7.7	9.7	11.4	13.2	16.1	27.9	4.4	9.6	17.4	24.6	44			Mod 2007	Low	Tax data	Europe			Taxable Income. Gross	Tax Unit	Tax Unit	No Adjustment	All	Taxpayers	All	EU	OECD	1960-1969	Other	Without Adjustment	All	All	Employed+Others	Tax Unit	Tax Unit			
Sweden	SWE	SE	1963	7.6043620374	High income: OECD			39	Paukert 1973											4.4	9.6	17.4	24.6	44		17.6		Not known	UN-ECE 1967	Europe			Income. Gross	Household	Household	No Adjustment	All	All	All	EU	OECD	1960-1969	Income.Gross	Without Adjustment	All	All	All	Household	Household			
Sweden	SWE	SE	1963	7.6043620374	High income: OECD			40	Cromwell 1977											5.1						17.6		Not known	UN-ECE 1967	Europe			Income. ..		Person		All	Taxpayers	All	EU	OECD	1960-1969	Other		All	All	Employed+Others		Person			
Sweden	SWE	SE	1963	7.6043620374	High income: OECD			53.1	Spånt 1979																		Mod 2007	Low	Swedish Tax Statistics	Europe			Taxable Income. Gross	Person	Person	No Adjustment	All	Taxpayers	20-	EU	OECD	1960-1969	Other	Without Adjustment	Age Categories	All	Employed+Others	Person	Person			
Sweden	SWE	SE	1964	7.6613882926	High income: OECD			52.7	Spånt 1979																		Mod 2007	Low	Swedish Tax Statistics	Europe			Taxable Income. Gross	Person	Person	No Adjustment	All	Taxpayers	20-	EU	OECD	1960-1969	Other	Without Adjustment	Age Categories	All	Employed+Others	Person	Person			
Sweden	SWE	SE	1965	7.7338876171	High income: OECD			52.2	Spånt 1979																		Mod 2007	Low	Swedish Tax Statistics	Europe			Taxable Income. Gross	Person	Person	No Adjustment	All	Taxpayers	20-	EU	OECD	1960-1969	Other	Without Adjustment	Age Categories	All	Employed+Others	Person	Person			
Sweden	SWE	SE	1966	7.8078319481	High income: OECD			52.1	Spånt 1979																		Mod 2007	Low	Swedish Tax Statistics	Europe			Taxable Income. Gross	Person	Person	No Adjustment	All	Taxpayers	20-	EU	OECD	1960-1969	Other	Without Adjustment	Age Categories	All	Employed+Others	Person	Person			
Sweden	SWE	SE	1967	7.8679662173	High income: OECD			52	Spånt 1979																		Mod 2007	Low	Swedish Tax Statistics	Europe			Taxable Income. Gross	Person	Person	No Adjustment	All	Taxpayers	20-	EU	OECD	1960-1969	Other	Without Adjustment	Age Categories	All	Employed+Others	Person	Person			
Sweden	SWE	SE	1967	7.8679662173	High income: OECD			29.5	Brandolini 1998																			High	Level of Living Survey (Gustafsson & Uusitalo 1990)	Europe			Income.Disposable	Household	Person	Family eq. social asst	All	All	All	EU	OECD	1960-1969	Income.Disposable	Household Adult Equiv	All	All	All	Household	Person			
Sweden	SWE	SE	1967	7.8679662173	High income: OECD	6973.2	6220	34.2	Luxembourg Income Study	0.411	4.355	6.217	7.414	8.408	9.525	11.038	13.015	15.993	23.624	4.766	13.631	17.933	24.053	39.617				High	Income Distribution Survey	Europe	Kronor	Year	Monetary Income. Disposable	Household	Person	Family per capita	All	All	All	EU	OECD	1960-1969	Income.Disposable	Household Per Capita	All	All	All	Household	Person	5.1732100042	1347.9444580078	1202.3482666016
Sweden	SWE	SE	1968	7.9122524155	High income: OECD			51.7	Spånt 1979																		Mod 2007	Low	Swedish Tax Statistics	Europe			Taxable Income. Gross	Person	Person	No Adjustment	All	Taxpayers	20-	EU	OECD	1960-1969	Other	Without Adjustment	Age Categories	All	Employed+Others	Person	Person			
Sweden	SWE	SE	1969	7.9680536653	High income: OECD			50.6	Spånt 1979																		Mod 2007	Low	Swedish Tax Statistics	Europe			Taxable Income. Gross	Person	Person	No Adjustment	All	Taxpayers	20-	EU	OECD	1960-1969	Other	Without Adjustment	Age Categories	All	Employed+Others	Person	Person			
Sweden	SWE	SE	1970	8.042839	High income: OECD			49.2	Spånt 1979																		Mod 2007	Low	Swedish Tax Statistics	Europe			Taxable Income. Gross	Person	Person	No Adjustment	All	Taxpayers	20-	EU	OECD	1970-1979	Other	Without Adjustment	Age Categories	All	Employed+Others	Person	Person			
Sweden	SWE	SE	1970	8.042839	High income: OECD	20920		38.7	Jain 1975	1.5	3.7	4.9	6.1	7.4	8.8	10.6	12.9	16.6	27.5	5.2	11	16.2	23.5	44.1		16.8		Not known	CSO	Europe	Kronor	Year	Income. ..		Person		All	Income Recipients	All	EU	OECD	1970-1979	Other		All	All	Employed+Others		Person	5.1732100042	4043.9108886719	
Sweden	SWE	SE	1971	8.084965	High income: OECD			48.5	Spånt 1979																		Mod 2007	Low	Swedish Tax Statistics	Europe			Taxable Income. Gross	Person	Person	No Adjustment	All	Taxpayers	20-	EU	OECD	1970-1979	Other	Without Adjustment	Age Categories	All	Employed+Others	Person	Person			
Sweden	SWE	SE	1972	8.117863	High income: OECD			47.8	Spånt 1979																		Mod 2007	Low	Swedish Tax Statistics	Europe			Taxable Income. Gross	Person	Person	No Adjustment	All	Taxpayers	20-	EU	OECD	1970-1979	Other	Without Adjustment	Age Categories	All	Employed+Others	Person	Person			
Sweden	SWE	SE	1972	8.117863	High income: OECD			30.2	Sawyer 1976	2.2	4.4	5.9	7.2	8.5	10	11.5	13.3	15.7	21.3	6.6	13.1	18.5	24.8	37				High	Swedish Survey on Relative Income Differences	Europe			Income.Disposable	Household	Household	No Adjustment	All	All	All	EU	OECD	1970-1979	Income.Disposable	Without Adjustment	All	All	All	Household	Household			
Sweden	SWE	SE	1973	8.144217	High income: OECD			46.8	Spånt 1979																		Mod 2007	Low	Swedish Tax Statistics	Europe			Taxable Income. Gross	Person	Person	No Adjustment	All	Taxpayers	20-	EU	OECD	1970-1979	Other	Without Adjustment	Age Categories	All	Employed+Others	Person	Person			
Sweden	SWE	SE	1974	8.168135	High income: OECD			46.1	Spånt 1979																		Mod 2007	Low	Swedish Tax Statistics	Europe			Taxable Income. Gross	Person	Person	No Adjustment	All	Taxpayers	20-	EU	OECD	1970-1979	Other	Without Adjustment	Age Categories	All	Employed+Others	Person	Person			
Sweden	SWE	SE	1975	8.192569	High income: OECD			45	Spånt 1979																		Mod 2007	Low	Swedish Tax Statistics	Europe			Taxable Income. Gross	Person	Person	No Adjustment	All	Taxpayers	20-	EU	OECD	1970-1979	Other	Without Adjustment	Age Categories	All	Employed+Others	Person	Person			
Sweden	SWE	SE	1975	8.192569	High income: OECD			21.4	Brandolini 1998																			High	Level of Living Survey (Gustafsson & Uusitalo 1990)	Europe			Income.Disposable	Household	Person	Family eq. social asst	All	All	All	EU	OECD	1970-1979	Income.Disposable	Household Adult Equiv	All	All	All	Household	Person			
Sweden	SWE	SE	1975	8.192569	High income: OECD			21.3	Brandolini 1998																			High	Income Distribtuion Survey (Gustafsson & Palmer 1997)	Europe			Income.Disposable	Household	Person	Family eq. social asst	All	All	All	EU	OECD	1970-1979	Income.Disposable	Household Adult Equiv	All	All	All	Household	Person			
Sweden	SWE	SE	1976	8.218933	High income: OECD			28.1	Sweden. SAS											9.1	15.4	19.3	23.8	32.4				Low		Europe			Income. Gross		Household		All	All	All	EU	OECD	1970-1979	Income.Gross		All	All	All		Household			
Sweden	SWE	SE	1976	8.218933	High income: OECD			43.6	Spånt 1979																		Mod 2007	Low	Swedish Tax Statistics	Europe			Taxable Income. Gross	Person	Person	No Adjustment	All	Taxpayers	20-	EU	OECD	1970-1979	Other	Without Adjustment	Age Categories	All	Employed+Others	Person	Person			
Sweden	SWE	SE	1976	8.218933	High income: OECD			33.1	Sweden. SAS											6.42	12.16	17.58	24.36	39.48				Low		Europe			Income.Disposable		Household		All	All	All	EU	OECD	1970-1979	Income.Disposable		All	All	All		Household			
Sweden	SWE	SE	1976	8.218933	High income: OECD			20.9	Atkinson. Rainwater and Smeeding 1995a																			High	Income Distribution Survey (Gustafsson and Palmer 1993)	Europe			Income.Disposable	Household	Person	Family eq. social asst	All	All	All	EU	OECD	1970-1979	Income.Disposable	Household Adult Equiv	All	All	All	Household	Person			
Sweden	SWE	SE	1977	8.246302	High income: OECD			20.4	Atkinson. Rainwater and Smeeding 1995a																			High	Income Distribution Survey (Gustafsson and Palmer 1993)	Europe			Income.Disposable	Household	Person	Family eq. social asst	All	All	All	EU	OECD	1970-1979	Income.Disposable	Household Adult Equiv	All	All	All	Household	Person			
Sweden	SWE	SE	1978	8.272581	High income: OECD			20.2	Brandolini 1998																			High	Level of Living Survey (Gustafsson & Uusitalo 1990)	Europe			Income.Disposable	Household	Person	Family eq. social asst	All	All	All	EU	OECD	1970-1979	Income.Disposable	Household Adult Equiv	All	All	All	Household	Person			
Sweden	SWE	SE	1978	8.272581	High income: OECD			20	Brandolini 1998																			High	Income Distribtuion Survey (Gustafsson & Palmer 1997)	Europe			Income.Disposable	Household	Person	Family eq. social asst	All	All	All	EU	OECD	1970-1979	Income.Disposable	Household Adult Equiv	All	All	All	Household	Person			
Sweden	SWE	SE	1979	8.294604	High income: OECD			24	van Ginneken and Park 1984	3.4	6	7.2	8	8.8	9.6	11.1	12.3	14.4	19.1	9.4	15.2	18.4	23.4	33.5				High	Income Distribution Survey	Europe			Income.Disposable	Household	Person	Family per capita	All	All	All	EU	OECD	1970-1979	Income.Disposable	Household Per Capita	All	All	All	Household	Person			
Sweden	SWE	SE	1979	8.294604	High income: OECD			33	van Ginneken and Park 1984	2.3	4	5.7	6.6	7.9	9.2	11.4	13.9	16.6	22.3	6.3	12.3	17.1	25.3	38.9				High	Income Distribution Survey	Europe			Income.Disposable	Household	Household	No Adjustment	All	All	All	EU	OECD	1970-1979	Income.Disposable	Without Adjustment	All	All	All	Household	Household			
Sweden	SWE	SE	1979	8.294604	High income: OECD			19.7	Atkinson. Rainwater and Smeeding 1995a																			High	Income Distribution Survey (Gustafsson and Palmer 1993)	Europe			Income.Disposable	Household	Person	Family eq. social asst	All	All	All	EU	OECD	1970-1979	Income.Disposable	Household Adult Equiv	All	All	All	Household	Person			
Sweden	SWE	SE	1980	8.310467	High income: OECD			19.9	Brandolini 1998																			High	Level of Living Survey (Gustafsson & Uusitalo 1990)	Europe			Income.Disposable	Household	Person	Family eq. social asst	All	All	All	EU	OECD	1980-1989	Income.Disposable	Household Adult Equiv	All	All	All	Household	Person			
Sweden	SWE	SE	1980	8.310467	High income: OECD			19.4	Brandolini 1998																			High	Income Distribtuion Survey (Gustafsson & Palmer 1997)	Europe			Income.Disposable	Household	Person	Family eq. social asst	All	All	All	EU	OECD	1980-1989	Income.Disposable	Household Adult Equiv	All	All	All	Household	Person			
Sweden	SWE	SE	1980	8.310467	High income: OECD			32.4	Sweden. SAS											7.03	12.2	17.32	24	39.45				Low		Europe			Income.Disposable		Household		All	All	All	EU	OECD	1980-1989	Income.Disposable		All	All	All		Household			
Sweden	SWE	SE	1981	8.319266	High income: OECD	33725.2	31800	20.7	Luxembourg Income Study	4.463	6.438	7.346	8.173	9.001	9.896	10.96	12.29	14.075	17.358	10.901	15.519	18.897	23.25	31.433				High	Income Distribution Survey	Europe	Kronor	Year	Monetary Income. Disposable	Household	Person	Family per capita	All	All	All	EU	OECD	1980-1989	Income.Disposable	Household Per Capita	All	All	All	Household	Person	5.0634416657	6660.5288085938	6280.3134765625
Sweden	SWE	SE	1981	8.319266	High income: OECD			34.7	Sweden. SAS											9	13.6	16.3	25.8	35.3				Low		Europe			Income. Gross		Household		All	All	All	EU	OECD	1980-1989	Income.Gross		All	All	All		Household			
Sweden	SWE	SE	1981	8.319266	High income: OECD			32.5	Sweden. SAS											6.74	12.33	17.55	24.1	39.28				Low		Europe			Income.Disposable		Household		All	All	All	EU	OECD	1980-1989	Income.Disposable		All	All	All		Household			
Sweden	SWE	SE	1981	8.319266	High income: OECD			19.7	Brandolini 1998																			High	Level of Living Survey (Gustafsson & Uusitalo 1990)	Europe			Income.Disposable	Household	Person	Family eq. social asst	All	All	All	EU	OECD	1980-1989	Income.Disposable	Household Adult Equiv	All	All	All	Household	Person			
Sweden	SWE	SE	1981	8.319266	High income: OECD			19.1	Brandolini 1998																			High	Income Distribtuion Survey (Gustafsson & Palmer 1997)	Europe			Income.Disposable	Household	Person	Family eq. social asst	All	All	All	EU	OECD	1980-1989	Income.Disposable	Household Adult Equiv	All	All	All	Household	Person			
Sweden	SWE	SE	1981	8.319266	High income: OECD			34.6	Atkinson. Rainwater and Smeeding 1995b																			High	Income Distribution Survey	Europe			Earnings. Gross	Household	Person	Family per capita	All	Family units with earnings	All	EU	OECD	1980-1989	Income.Gross	Household Per Capita	All	All	Employed+Others	Household	Person			
Sweden	SWE	SE	1982	8.322909	High income: OECD			30.7	Sweden. SAS											7.1	12.92	18.04	24.24	37.7				Low		Europe			Income.Disposable		Household		All	All	All	EU	OECD	1980-1989	Income.Disposable		All	All	All		Household			
Sweden	SWE	SE	1982	8.322909	High income: OECD			19.9	Brandolini 1998																			High	Level of Living Survey (Gustafsson & Uusitalo 1990)	Europe			Income.Disposable	Household	Person	Family eq. social asst	All	All	All	EU	OECD	1980-1989	Income.Disposable	Household Adult Equiv	All	All	All	Household	Person			
Sweden	SWE	SE	1982	8.322909	High income: OECD			19.4	Brandolini 1998																			High	Income Distribtuion Survey (Gustafsson & Palmer 1997)	Europe			Income.Disposable	Household	Person	Family eq. social asst	All	All	All	EU	OECD	1980-1989	Income.Disposable	Household Adult Equiv	All	All	All	Household	Person			
Sweden	SWE	SE	1982	8.322909	High income: OECD			35.2	Sweden. SAS											5.9	13.2	16	24.3	40.6				Low		Europe			Income. Gross		Household		All	All	All	EU	OECD	1980-1989	Income.Gross		All	All	All		Household			
Sweden	SWE	SE	1983	8.325682	High income: OECD	66356	62285	19.8	OECD StatExtract																		New 2013	High	Current prices	Europe	Kronor	Year	Income.Disposable	Household	Household	Household eq. square root	All	All	All	EU	OECD	1980-1989	Income.Disposable	Household Adult Equiv	All	All	All	Household	Household	7.6671083323	8654.6318359375	8123.6625976563
Sweden	SWE	SE	1983	8.325682	High income: OECD	59758		40.4	OECD StatExtract																		New 2013	High	Current prices	Europe	Kronor	Year	Market Income	Household	Household	Household eq. square root	All	All	All	EU	OECD	1980-1989	Income.Gross	Household Adult Equiv	All	All	All	Household	Household	7.6671083323	7794.0727539063	
Sweden	SWE	SE	1983	8.325682	High income: OECD			19.4	Brandolini 1998																			High	Income Distribtuion Survey (Gustafsson & Palmer 1997)	Europe			Income.Disposable	Household	Person	Family eq. social asst	All	All	All	EU	OECD	1980-1989	Income.Disposable	Household Adult Equiv	All	All	All	Household	Person			
Sweden	SWE	SE	1983	8.325682	High income: OECD			35.2	Sweden. SAS																			Low		Europe			Income. Gross		Household		All	All	All	EU	OECD	1980-1989	Income.Gross		All	All	All		Household			
Sweden	SWE	SE	1983	8.325682	High income: OECD			30.1	Sweden. SAS																			Low		Europe			Income.Disposable		Household		All	All	All	EU	OECD	1980-1989	Income.Disposable		All	All	All		Household			
